id:ID	:LABEL	label	description
EC:2.1.1.200	EnzymeClass	2.1.1.200	tRNA (cytidine32/uridine32-2'-O)-methyltransferase
EC:2.1.1.226	EnzymeClass	2.1.1.226	23S rRNA (cytidine1920-2'-O)-methyltransferase
EC:2.1.1.231	EnzymeClass	2.1.1.231	flavonoid 4'-O-methyltransferase
EC:2.1.1.238	EnzymeClass	2.1.1.238	mycinamicin VI 2''-O-methyltransferase
EC:2.1.1.272	EnzymeClass	2.1.1.272	cobalt-factor III methyltransferase
EC:2.1.2.-	EnzymeClass	2.1.2.-	Hydroxymethyl-, formyl- and related transferases
EC:2.1.3.3	EnzymeClass	2.1.3.3	ornithine carbamoyltransferase
EC:2.1.3.14	EnzymeClass	2.1.3.14	tobramycin carbamoyltransferase
EC:2.3.1.15	EnzymeClass	2.3.1.15	glycerol-3-phosphate 1-O-acyltransferase
EC:2.3.1.17	EnzymeClass	2.3.1.17	aspartate N-acetyltransferase
EC:2.3.1.36	EnzymeClass	2.3.1.36	D-amino-acid N-acetyltransferase
EC:2.3.1.64	EnzymeClass	2.3.1.64	agmatine N4-coumaroyltransferase
EC:2.3.1.89	EnzymeClass	2.3.1.89	tetrahydrodipicolinate N-acetyltransferase
EC:2.3.1.176	EnzymeClass	2.3.1.176	propanoyl-CoA C-acyltransferase
EC:2.3.1.178	EnzymeClass	2.3.1.178	diaminobutyrate acetyltransferase
EC:2.3.1.251	EnzymeClass	2.3.1.251	lipid IVA palmitoyltransferase
EC:2.4.1.19	EnzymeClass	2.4.1.19	cyclomaltodextrin glucanotransferase
EC:2.4.1.39	EnzymeClass	2.4.1.39	steroid N-acetylglucosaminyltransferase
EC:2.4.1.50	EnzymeClass	2.4.1.50	procollagen galactosyltransferase
EC:2.4.1.78	EnzymeClass	2.4.1.78	phosphopolyprenol glucosyltransferase
EC:2.4.1.95	EnzymeClass	2.4.1.95	bilirubin-glucuronoside glucuronosyltransferase
EC:2.4.1.131	EnzymeClass	2.4.1.131	GDP-Man:Man3GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase
EC:2.4.1.147	EnzymeClass	2.4.1.147	acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase
EC:2.4.1.192	EnzymeClass	2.4.1.192	nuatigenin 3beta-glucosyltransferase
EC:2.4.1.212	EnzymeClass	2.4.1.212	hyaluronan synthase
EC:2.4.1.239	EnzymeClass	2.4.1.239	flavonol-3-O-glucoside glucosyltransferase
EC:2.4.1.241	EnzymeClass	2.4.1.241	digalactosyldiacylglycerol synthase
EC:2.4.1.269	EnzymeClass	2.4.1.269	mannosylglycerate synthase
EC:2.4.1.273	EnzymeClass	2.4.1.273	soyasaponin III rhamnosyltransferase
EC:2.4.1.289	EnzymeClass	2.4.1.289	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
EC:2.4.2.5	EnzymeClass	2.4.2.5	nucleoside ribosyltransferase
EC:2.4.2.15	EnzymeClass	2.4.2.15	guanosine phosphorylase
EC:2.4.2.41	EnzymeClass	2.4.2.41	xylogalacturonan beta-1,3-xylosyltransferase
EC:2.4.2.51	EnzymeClass	2.4.2.51	anthocyanidin 3-O-glucoside 2'''-O-xylosyltransferase
EC:2.4.2.54	EnzymeClass	2.4.2.54	beta-ribofuranosylphenol 5'-phosphate synthase
EC:2.4.2.59	EnzymeClass	2.4.2.59	sulfide-dependent adenosine diphosphate thiazole synthase
EC:2.5.1.74	EnzymeClass	2.5.1.74	1,4-dihydroxy-2-naphthoate polyprenyltransferase
EC:2.5.1.102	EnzymeClass	2.5.1.102	geranyl-pyrophosphate---olivetolic acid geranyltransferase
EC:2.5.1.108	EnzymeClass	2.5.1.108	2-(3-amino-3-carboxypropyl)histidine synthase
EC:2.7.1.-	EnzymeClass	2.7.1.-	Phosphotransferases with an alcohol group as acceptor
EC:2.7.1.27	EnzymeClass	2.7.1.27	erythritol kinase (D-erythritol 4-phosphate-forming)
EC:2.7.1.28	EnzymeClass	2.7.1.28	triokinase
EC:2.7.1.51	EnzymeClass	2.7.1.51	L-fuculokinase
EC:2.7.1.108	EnzymeClass	2.7.1.108	dolichol kinase
EC:2.7.1.129	EnzymeClass	2.7.1.129	[myosin-heavy-chain] kinase
EC:2.7.1.160	EnzymeClass	2.7.1.160	2'-phosphotransferase
EC:2.7.1.181	EnzymeClass	2.7.1.181	polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol kinase
EC:2.7.2.8	EnzymeClass	2.7.2.8	acetylglutamate kinase
EC:2.7.2.15	EnzymeClass	2.7.2.15	propionate kinase
EC:2.7.3.2	EnzymeClass	2.7.3.2	creatine kinase
EC:2.7.3.5	EnzymeClass	2.7.3.5	lombricine kinase
EC:2.7.7.11	EnzymeClass	2.7.7.11	UTP---xylose-1-phosphate uridylyltransferase
EC:2.7.7.21	EnzymeClass	2.7.7.21	tRNA cytidylyltransferase
EC:2.7.7.22	EnzymeClass	2.7.7.22	mannose-1-phosphate guanylyltransferase (GDP)
EC:2.7.7.39	EnzymeClass	2.7.7.39	glycerol-3-phosphate cytidylyltransferase
EC:2.7.7.51	EnzymeClass	2.7.7.51	adenylylsulfate---ammonia adenylyltransferase
EC:2.7.7.91	EnzymeClass	2.7.7.91	valienol-1-phosphate guanylyltransferase
EC:2.7.8.23	EnzymeClass	2.7.8.23	carboxyvinyl-carboxyphosphonate phosphorylmutase
EC:2.7.8.41	EnzymeClass	2.7.8.41	cardiolipin synthase (CMP-forming)
EC:2.7.11.11	EnzymeClass	2.7.11.11	cAMP-dependent protein kinase
EC:2.8.2.9	EnzymeClass	2.8.2.9	tyrosine-ester sulfotransferase
EC:2.8.2.15	EnzymeClass	2.8.2.15	steroid sulfotransferase
EC:2.8.2.20	EnzymeClass	2.8.2.20	protein-tyrosine sulfotransferase
EC:2.9.1.-	EnzymeClass	2.9.1.-	Selenotransferases
EC:3.1.1.68	EnzymeClass	3.1.1.68	xylono-1,4-lactonase
EC:3.1.1.75	EnzymeClass	3.1.1.75	poly(3-hydroxybutyrate) depolymerase
EC:3.1.1.101	EnzymeClass	3.1.1.101	poly(ethylene terephthalate) hydrolase
EC:3.1.3.23	EnzymeClass	3.1.3.23	sugar-phosphatase
EC:3.1.3.67	EnzymeClass	3.1.3.67	phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase
EC:3.1.7.2	EnzymeClass	3.1.7.2	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase
EC:3.2.1.7	EnzymeClass	3.2.1.7	inulinase
EC:3.2.1.46	EnzymeClass	3.2.1.46	galactosylceramidase
EC:3.2.1.62	EnzymeClass	3.2.1.62	glycosylceramidase
EC:3.2.1.71	EnzymeClass	3.2.1.71	glucan endo-1,2-beta-glucosidase
EC:3.2.1.119	EnzymeClass	3.2.1.119	vicianin beta-glucosidase
EC:3.2.1.127	EnzymeClass	3.2.1.127	1,6-alpha-L-fucosidase
EC:3.2.1.163	EnzymeClass	3.2.1.163	1,6-alpha-D-mannosidase
EC:3.2.1.206	EnzymeClass	3.2.1.206	oleuropein beta-glucosidase
EC:3.2.2.29	EnzymeClass	3.2.2.29	thymine-DNA glycosylase
EC:3.3.2.11	EnzymeClass	3.3.2.11	cholesterol-5,6-oxide hydrolase
EC:3.4.11.10	EnzymeClass	3.4.11.10	bacterial leucyl aminopeptidase
EC:3.4.13.9	EnzymeClass	3.4.13.9	Xaa-Pro dipeptidase
EC:3.4.21.7	EnzymeClass	3.4.21.7	plasmin
EC:3.4.21.19	EnzymeClass	3.4.21.19	glutamyl endopeptidase
EC:3.4.21.41	EnzymeClass	3.4.21.41	complement subcomponent C_overbar_1r_
EC:3.4.21.106	EnzymeClass	3.4.21.106	hepsin
EC:3.4.21.116	EnzymeClass	3.4.21.116	SpoIVB peptidase
EC:3.4.22.32	EnzymeClass	3.4.22.32	stem bromelain
EC:3.4.22.35	EnzymeClass	3.4.22.35	histolysain
EC:3.4.23.3	EnzymeClass	3.4.23.3	gastricsin
EC:3.4.23.4	EnzymeClass	3.4.23.4	chymosin
EC:3.5.1.18	EnzymeClass	3.5.1.18	succinyl-diaminopimelate desuccinylase
EC:3.5.1.26	EnzymeClass	3.5.1.26	N4-(beta-N-acetylglucosaminyl)-L-asparaginase
EC:3.5.1.36	EnzymeClass	3.5.1.36	N-methyl-2-oxoglutaramate hydrolase
EC:3.5.1.56	EnzymeClass	3.5.1.56	N,N-dimethylformamidase
EC:3.5.1.68	EnzymeClass	3.5.1.68	N-formylglutamate deformylase
EC:3.5.1.76	EnzymeClass	3.5.1.76	arylalkyl acylamidase
EC:3.5.1.123	EnzymeClass	3.5.1.123	gamma-glutamylanilide hydrolase
EC:3.5.3.7	EnzymeClass	3.5.3.7	guanidinobutyrase
EC:3.5.3.24	EnzymeClass	3.5.3.24	N1-aminopropylagmatine ureohydrolase
EC:3.5.4.14	EnzymeClass	3.5.4.14	deoxycytidine deaminase
EC:3.5.5.7	EnzymeClass	3.5.5.7	aliphatic nitrilase
EC:3.5.99.11	EnzymeClass	3.5.99.11	2-aminomuconate deaminase (2-hydroxymuconate-forming)
EC:3.6.1.53	EnzymeClass	3.6.1.53	Mn2+-dependent ADP-ribose/CDP-alcohol diphosphatase
EC:3.6.1.58	EnzymeClass	3.6.1.58	8-oxo-dGDP phosphatase
EC:3.6.2.1	EnzymeClass	3.6.2.1	adenylylsulfatase
EC:3.6.3.15	EnzymeClass	3.6.3.15	Na+-transporting two-sector ATPase
EC:3.6.3.29	EnzymeClass	3.6.3.29	molybdate-transporting ATPase
EC:3.8.1.6	EnzymeClass	3.8.1.6	4-chlorobenzoate dehalogenase
EC:4.1.1.42	EnzymeClass	4.1.1.42	carnitine decarboxylase
EC:4.1.1.47	EnzymeClass	4.1.1.47	tartronate-semialdehyde synthase
EC:4.1.1.73	EnzymeClass	4.1.1.73	tartrate decarboxylase
EC:4.1.1.85	EnzymeClass	4.1.1.85	3-dehydro-L-gulonate-6-phosphate decarboxylase
EC:4.1.1.103	EnzymeClass	4.1.1.103	gamma-resorcylate decarboxylase
EC:4.1.2.18	EnzymeClass	4.1.2.18	2-dehydro-3-deoxy-L-pentonate aldolase
EC:4.1.2.46	EnzymeClass	4.1.2.46	aliphatic (R)-hydroxynitrile lyase
EC:4.2.1.134	EnzymeClass	4.2.1.134	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase
EC:4.2.1.76	EnzymeClass	4.2.1.76	UDP-glucose 4,6-dehydratase
EC:4.2.1.103	EnzymeClass	4.2.1.103	cyclohexyl-isocyanide hydratase
EC:4.2.1.115	EnzymeClass	4.2.1.115	UDP-N-acetylglucosamine 4,6-dehydratase (configuration-inverting)
EC:4.2.1.121	EnzymeClass	4.2.1.121	colneleate synthase
EC:4.2.1.142	EnzymeClass	4.2.1.142	5'-oxoaverantin cyclase
EC:4.2.1.157	EnzymeClass	4.2.1.157	(R)-2-hydroxyisocaproyl-CoA dehydratase
EC:4.2.1.160	EnzymeClass	4.2.1.160	2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one isomerase/dehydratase
EC:4.2.2.12	EnzymeClass	4.2.2.12	xanthan lyase
EC:4.2.3.14	EnzymeClass	4.2.3.14	pinene synthase
EC:4.2.3.41	EnzymeClass	4.2.3.41	elisabethatriene synthase
EC:4.2.3.49	EnzymeClass	4.2.3.49	(3R,6E)-nerolidol synthase
EC:4.2.3.69	EnzymeClass	4.2.3.69	(+)-alpha-barbatene synthase
EC:4.2.3.106	EnzymeClass	4.2.3.106	(E)-beta-ocimene synthase
EC:4.2.3.115	EnzymeClass	4.2.3.115	alpha-terpinene synthase
EC:4.2.3.157	EnzymeClass	4.2.3.157	(+)-isoafricanol synthase
EC:4.3.1.24	EnzymeClass	4.3.1.24	phenylalanine ammonia-lyase
EC:4.4.1.16	EnzymeClass	4.4.1.16	selenocysteine lyase
EC:4.4.1.19	EnzymeClass	4.4.1.19	phosphosulfolactate synthase
EC:4.5.1.1	EnzymeClass	4.5.1.1	DDT-dehydrochlorinase
EC:4.99.1.11	EnzymeClass	4.99.1.11	sirohydrochlorin nickelchelatase
EC:5.1.1.19	EnzymeClass	5.1.1.19	O-ureido-serine racemase
EC:5.1.3.2	EnzymeClass	5.1.3.2	UDP-glucose 4-epimerase
EC:5.2.1.-	EnzymeClass	5.2.1.-	<em>cis-trans</em> Isomerases (only sub-subclass identified to date)
EC:5.2.1.10	EnzymeClass	5.2.1.10	2-chloro-4-carboxymethylenebut-2-en-1,4-olide isomerase
EC:5.3.3.22	EnzymeClass	5.3.3.22	lutein isomerase
EC:5.4.3.10	EnzymeClass	5.4.3.10	phenylalanine aminomutase (L-beta-phenylalanine forming)
EC:5.4.99.16	EnzymeClass	5.4.99.16	maltose alpha-D-glucosyltransferase
EC:5.4.99.26	EnzymeClass	5.4.99.26	tRNA pseudouridine65 synthase
EC:5.4.99.36	EnzymeClass	5.4.99.36	isomultiflorenol synthase
EC:5.4.99.38	EnzymeClass	5.4.99.38	camelliol C synthase
EC:5.5.1.8	EnzymeClass	5.5.1.8	(+)-bornyl diphosphate synthase
EC:5.5.1.17	EnzymeClass	5.5.1.17	(S)-beta-macrocarpene synthase
EC:5.5.1.25	EnzymeClass	5.5.1.25	3,6-anhydro-L-galactonate cycloisomerase
EC:5.5.1.33	EnzymeClass	5.5.1.33	12-epi-fischerindole U synthase
EC:5.6.1.1	EnzymeClass	5.6.1.1	microtubule-severing ATPase
EC:6.2.1.11	EnzymeClass	6.2.1.11	biotin---CoA ligase
EC:6.2.1.39	EnzymeClass	6.2.1.39	[butirosin acyl-carrier protein]---L-glutamate ligase
EC:6.2.1.46	EnzymeClass	6.2.1.46	L-allo-isoleucine---holo-[CmaA peptidyl-carrier protein] ligase
EC:6.3.1.16	EnzymeClass	6.3.1.16	carbapenam-3-carboxylate synthetase
EC:6.3.2.8	EnzymeClass	6.3.2.8	UDP-N-acetylmuramate---L-alanine ligase
EC:6.3.2.31	EnzymeClass	6.3.2.31	coenzyme F420-0:L-glutamate ligase
EC:6.3.3.3	EnzymeClass	6.3.3.3	dethiobiotin synthase
EC:6.3.4.21	EnzymeClass	6.3.4.21	nicotinate phosphoribosyltransferase
EC:6.4.1.5	EnzymeClass	6.4.1.5	geranoyl-CoA carboxylase
EC:6.5.1.-	EnzymeClass	6.5.1.-	Ligases that form phosphoric-ester bonds (only sub-subclass identified to date)
EC:6.5.1.6	EnzymeClass	6.5.1.6	DNA ligase (ATP or NAD+)
EC:7.2.4.-	EnzymeClass	7.2.4.-	Linked to decarboxylation
EC:1.1.3.23	EnzymeClass	1.1.3.23	thiamine oxidase
EC:1.1.5.7	EnzymeClass	1.1.5.7	cyclic alcohol dehydrogenase (quinone)
EC:1.1.99.16	EnzymeClass	1.1.99.16	malate dehydrogenase (acceptor)
EC:1.1.99.21	EnzymeClass	1.1.99.21	D-sorbitol dehydrogenase (acceptor)
EC:1.1.1.69	EnzymeClass	1.1.1.69	gluconate 5-dehydrogenase
EC:1.1.1.75	EnzymeClass	1.1.1.75	(R)-aminopropanol dehydrogenase
EC:1.1.1.108	EnzymeClass	1.1.1.108	carnitine 3-dehydrogenase
EC:1.1.1.148	EnzymeClass	1.1.1.148	estradiol 17alpha-dehydrogenase
EC:1.1.1.187	EnzymeClass	1.1.1.187	GDP-4-dehydro-D-rhamnose reductase
EC:1.1.1.197	EnzymeClass	1.1.1.197	15-hydroxyprostaglandin dehydrogenase (NADP+)
EC:1.1.1.208	EnzymeClass	1.1.1.208	(+)-neomenthol dehydrogenase
EC:1.1.1.222	EnzymeClass	1.1.1.222	(R)-4-hydroxyphenyllactate dehydrogenase
EC:1.1.1.230	EnzymeClass	1.1.1.230	3alpha-hydroxyglycyrrhetinate dehydrogenase
EC:1.1.1.279	EnzymeClass	1.1.1.279	(R)-3-hydroxyacid-ester dehydrogenase
EC:1.1.1.330	EnzymeClass	1.1.1.330	very-long-chain 3-oxoacyl-CoA reductase
EC:1.1.1.364	EnzymeClass	1.1.1.364	dTDP-4-dehydro-6-deoxy-alpha-D-gulose 4-ketoreductase
EC:1.1.1.367	EnzymeClass	1.1.1.367	UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase
EC:1.1.1.387	EnzymeClass	1.1.1.387	L-serine 3-dehydrogenase (NAD+)
EC:1.1.1.391	EnzymeClass	1.1.1.391	3beta-hydroxycholanate 3-dehydrogenase (NAD+)
EC:1.1.98.6	EnzymeClass	1.1.98.6	ribonucleoside-triphosphate reductase (formate)
EC:1.2.1.11	EnzymeClass	1.2.1.11	aspartate-semialdehyde dehydrogenase
EC:1.2.1.73	EnzymeClass	1.2.1.73	sulfoacetaldehyde dehydrogenase
EC:1.2.3.4	EnzymeClass	1.2.3.4	oxalate oxidase
EC:1.2.3.11	EnzymeClass	1.2.3.11	retinal oxidase
EC:1.2.99.7	EnzymeClass	1.2.99.7	aldehyde dehydrogenase (FAD-independent)
EC:1.3.1.70	EnzymeClass	1.3.1.70	Delta14-sterol reductase
EC:1.3.1.86	EnzymeClass	1.3.1.86	crotonyl-CoA reductase
EC:1.3.7.7	EnzymeClass	1.3.7.7	ferredoxin:protochlorophyllide reductase (ATP-dependent)
EC:1.3.99.7	EnzymeClass	1.3.99.7	glutaryl-CoA dehydrogenase
EC:1.3.8.4	EnzymeClass	1.3.8.4	isovaleryl-CoA dehydrogenase
EC:1.4.-.-	EnzymeClass	1.4.-.-	Acting on the CH-NH<small><sub>2</sub></small> group of donors
EC:1.4.1.8	EnzymeClass	1.4.1.8	valine dehydrogenase (NADP+)
EC:1.4.3.11	EnzymeClass	1.4.3.11	L-glutamate oxidase
EC:1.4.3.22	EnzymeClass	1.4.3.22	diamine oxidase
EC:1.5.1.3	EnzymeClass	1.5.1.3	dihydrofolate reductase
EC:1.5.1.37	EnzymeClass	1.5.1.37	FAD reductase (NADH)
EC:1.5.3.4	EnzymeClass	1.5.3.4	N6-methyl-lysine oxidase
EC:1.5.3.20	EnzymeClass	1.5.3.20	N-alkylglycine oxidase
EC:1.5.98.3	EnzymeClass	1.5.98.3	coenzyme F420:methanophenazine dehydrogenase
EC:1.6.2.4	EnzymeClass	1.6.2.4	NADPH---hemoprotein reductase
EC:1.6.3.-	EnzymeClass	1.6.3.-	With oxygen as acceptor
EC:1.6.3.2	EnzymeClass	1.6.3.2	NAD(P)H oxidase (H2O-forming)
EC:1.7.1.4	EnzymeClass	1.7.1.4	nitrite reductase [NAD(P)H]
EC:1.7.7.1	EnzymeClass	1.7.7.1	ferredoxin---nitrite reductase
EC:1.8.1.7	EnzymeClass	1.8.1.7	glutathione-disulfide reductase
EC:1.8.1.17	EnzymeClass	1.8.1.17	dimethylsulfone reductase
EC:1.8.6.-	EnzymeClass	1.8.6.-	With a nitrogenous group as acceptor (deleted sub-subclass)
EC:1.8.7.2	EnzymeClass	1.8.7.2	ferredoxin:thioredoxin reductase
EC:1.8.98.3	EnzymeClass	1.8.98.3	sulfite reductase (coenzyme F420)
EC:1.10.1.-	EnzymeClass	1.10.1.-	With NAD<small><sup>+</sup></small> or NADP<small><sup>+</sup></small> as acceptor
EC:1.10.3.5	EnzymeClass	1.10.3.5	3-hydroxyanthranilate oxidase
EC:1.11.1.13	EnzymeClass	1.11.1.13	manganese peroxidase
EC:1.11.1.18	EnzymeClass	1.11.1.18	bromide peroxidase
EC:1.12.1.5	EnzymeClass	1.12.1.5	hydrogen dehydrogenase [NAD(P)+]
EC:1.13.-.-	EnzymeClass	1.13.-.-	Acting on single donors with incorporation of molecular oxygen (oxygenases)
EC:1.13.11.24	EnzymeClass	1.13.11.24	quercetin 2,3-dioxygenase
EC:1.13.11.28	EnzymeClass	1.13.11.28	2,3-dihydroxybenzoate 2,3-dioxygenase
EC:1.14.11.41	EnzymeClass	1.14.11.41	L-arginine hydroxylase
EC:1.14.11.57	EnzymeClass	1.14.11.57	L-proline trans-4-hydroxylase
EC:1.14.12.7	EnzymeClass	1.14.12.7	phthalate 4,5-dioxygenase
EC:1.14.13.7	EnzymeClass	1.14.13.7	phenol 2-monooxygenase (NADPH)
EC:1.14.13.29	EnzymeClass	1.14.13.29	4-nitrophenol 2-monooxygenase
EC:1.14.13.34	EnzymeClass	1.14.13.34	leukotriene-E4 20-monooxygenase
EC:1.14.13.76	EnzymeClass	1.14.13.76	taxane 10beta-hydroxylase
EC:1.14.13.155	EnzymeClass	1.14.13.155	alpha-pinene monooxygenase
EC:1.14.13.215	EnzymeClass	1.14.13.215	protoasukamycin 4-monooxygenase
EC:1.14.13.225	EnzymeClass	1.14.13.225	F-actin monooxygenase
EC:1.14.14.14	EnzymeClass	1.14.14.14	aromatase
EC:1.14.14.20	EnzymeClass	1.14.14.20	phenol 2-monooxygenase (FADH2)
EC:1.14.14.27	EnzymeClass	1.14.14.27	resorcinol 4-hydroxylase (FADH2)
EC:1.14.14.30	EnzymeClass	1.14.14.30	isobutylamine N-monooxygenase
EC:1.14.14.56	EnzymeClass	1.14.14.56	1,8-cineole 2-exo-monooxygenase
EC:1.14.14.66	EnzymeClass	1.14.14.66	marmesin synthase
EC:1.14.14.83	EnzymeClass	1.14.14.83	geraniol 8-hydroxylase
EC:1.14.14.110	EnzymeClass	1.14.14.110	2-hydroxy-1,4-benzoxazin-3-one monooxygenase
EC:1.14.14.120	EnzymeClass	1.14.14.120	dammarenediol 12-hydroxylase
EC:1.14.14.135	EnzymeClass	1.14.14.135	glyceollin synthase
EC:1.14.14.156	EnzymeClass	1.14.14.156	tryptophan N-monooxygenase
EC:1.14.14.158	EnzymeClass	1.14.14.158	carotenoid epsilon hydroxylase
EC:1.14.15.23	EnzymeClass	1.14.15.23	chloroacetanilide N-alkylformylase
EC:1.14.15.26	EnzymeClass	1.14.15.26	toluene methyl-monooxygenase
EC:1.14.17.1	EnzymeClass	1.14.17.1	dopamine beta-monooxygenase
EC:1.14.19.6	EnzymeClass	1.14.19.6	acyl-CoA (9+3)-desaturase
EC:1.14.19.8	EnzymeClass	1.14.19.8	pentalenolactone synthase
EC:1.14.19.36	EnzymeClass	1.14.19.36	sn-1 acyl-lipid omega-3 desaturase (ferredoxin)
EC:1.14.19.48	EnzymeClass	1.14.19.48	tert-amyl alcohol desaturase
EC:1.14.19.68	EnzymeClass	1.14.19.68	(S)-canadine synthase
EC:1.14.20.13	EnzymeClass	1.14.20.13	6beta-hydroxyhyoscyamine epoxidase
EC:1.14.21.7	EnzymeClass	1.14.21.7	biflaviolin synthase
EC:1.14.99.37	EnzymeClass	1.14.99.37	taxadiene 5alpha-hydroxylase
EC:1.14.99.39	EnzymeClass	1.14.99.39	ammonia monooxygenase
EC:1.14.99.53	EnzymeClass	1.14.99.53	lytic chitin monooxygenase
EC:1.18.1.-	EnzymeClass	1.18.1.-	With NAD<small><sup>+</sup></small> or NADP<small><sup>+</sup></small> as acceptor
EC:1.18.1.2	EnzymeClass	1.18.1.2	ferredoxin---NADP+ reductase
EC:1.21.99.-	EnzymeClass	1.21.99.-	With unknown physiological acceptors
EC:1.97.1.11	EnzymeClass	1.97.1.11	thyroxine 5-deiodinase
EC:2.6.99.4	EnzymeClass	2.6.99.4	N6-L-threonylcarbamoyladenine synthase
EC:2.6.1.1	EnzymeClass	2.6.1.1	aspartate transaminase
EC:2.6.1.18	EnzymeClass	2.6.1.18	beta-alanine---pyruvate transaminase
EC:2.6.1.49	EnzymeClass	2.6.1.49	dihydroxyphenylalanine transaminase
EC:2.6.1.51	EnzymeClass	2.6.1.51	serine---pyruvate transaminase
EC:2.6.1.79	EnzymeClass	2.6.1.79	glutamate---prephenate aminotransferase
EC:2.6.3.-	EnzymeClass	2.6.3.-	Oximinotransferases
EC:2.1.1.36	EnzymeClass	2.1.1.36	tRNA (adenine-N1-)-methyltransferase
EC:2.1.1.45	EnzymeClass	2.1.1.45	thymidylate synthase
EC:2.1.1.49	EnzymeClass	2.1.1.49	amine N-methyltransferase
EC:2.1.1.69	EnzymeClass	2.1.1.69	5-hydroxyfuranocoumarin 5-O-methyltransferase
EC:2.1.1.116	EnzymeClass	2.1.1.116	3'-hydroxy-N-methyl-(S)-coclaurine 4'-O-methyltransferase
EC:2.1.1.128	EnzymeClass	2.1.1.128	(RS)-norcoclaurine 6-O-methyltransferase
EC:2.1.1.154	EnzymeClass	2.1.1.154	isoliquiritigenin 2'-O-methyltransferase
EC:2.1.1.157	EnzymeClass	2.1.1.157	sarcosine/dimethylglycine N-methyltransferase
EC:2.1.1.176	EnzymeClass	2.1.1.176	16S rRNA (cytosine967-C5)-methyltransferase
EC:2.1.1.182	EnzymeClass	2.1.1.182	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase
EC:2.1.1.192	EnzymeClass	2.1.1.192	23S rRNA (adenine2503-C2)-methyltransferase
EC:2.1.1.215	EnzymeClass	2.1.1.215	tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase
EC:2.1.1.229	EnzymeClass	2.1.1.229	tRNA (carboxymethyluridine34-5-O)-methyltransferase
EC:2.1.1.230	EnzymeClass	2.1.1.230	23S rRNA (adenosine1067-2'-O)-methyltransferase
EC:2.2.1.-	EnzymeClass	2.2.1.-	Transketolases and transaldolases
EC:2.3.1.61	EnzymeClass	2.3.1.61	dihydrolipoyllysine-residue succinyltransferase
EC:2.3.1.68	EnzymeClass	2.3.1.68	glutamine N-acyltransferase
EC:2.3.1.73	EnzymeClass	2.3.1.73	diacylglycerol---sterol O-acyltransferase
EC:2.3.1.92	EnzymeClass	2.3.1.92	sinapoylglucose---malate O-sinapoyltransferase
EC:2.3.1.94	EnzymeClass	2.3.1.94	6-deoxyerythronolide-B synthase
EC:2.3.1.95	EnzymeClass	2.3.1.95	trihydroxystilbene synthase
EC:2.3.1.105	EnzymeClass	2.3.1.105	alkylglycerophosphate 2-O-acetyltransferase
EC:2.3.1.109	EnzymeClass	2.3.1.109	arginine N-succinyltransferase
EC:2.3.1.132	EnzymeClass	2.3.1.132	glucarolactone O-hydroxycinnamoyltransferase
EC:2.3.1.159	EnzymeClass	2.3.1.159	acridone synthase
EC:2.3.1.186	EnzymeClass	2.3.1.186	pseudotropine acyltransferase
EC:2.3.1.201	EnzymeClass	2.3.1.201	UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase
EC:2.3.1.211	EnzymeClass	2.3.1.211	bisdemethoxycurcumin synthase
EC:2.3.1.248	EnzymeClass	2.3.1.248	spermidine disinapoyl transferase
EC:2.3.2.3	EnzymeClass	2.3.2.3	lysyltransferase
EC:2.3.2.18	EnzymeClass	2.3.2.18	N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-(N6-triglycine)-D-alanyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine:glycine glycyltransferase
EC:2.4.-.-	EnzymeClass	2.4.-.-	Glycosyltransferases
EC:2.4.1.9	EnzymeClass	2.4.1.9	inulosucrase
EC:2.4.1.16	EnzymeClass	2.4.1.16	chitin synthase
EC:2.4.1.38	EnzymeClass	2.4.1.38	beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase
EC:2.4.1.45	EnzymeClass	2.4.1.45	2-hydroxyacylsphingosine 1-beta-galactosyltransferase
EC:2.4.1.109	EnzymeClass	2.4.1.109	dolichyl-phosphate-mannose---protein mannosyltransferase
EC:2.4.1.111	EnzymeClass	2.4.1.111	coniferyl-alcohol glucosyltransferase
EC:2.4.1.116	EnzymeClass	2.4.1.116	cyanidin 3-O-rutinoside 5-O-glucosyltransferase
EC:2.4.1.138	EnzymeClass	2.4.1.138	mannotetraose 2-alpha-N-acetylglucosaminyltransferase
EC:2.4.1.167	EnzymeClass	2.4.1.167	sucrose 6F-alpha-galactosyltransferase
