id:ID	:LABEL	label	biotype	description	source	source2
ENSG00000104388	Gene	RAB2A	protein_coding	RAB2A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9763]	ensembl	ensembl_havana
ENSG00000162777	Gene	DENND2D	protein_coding	DENN domain containing 2D [Source:HGNC Symbol;Acc:HGNC:26192]	ensembl	ensembl_havana
ENSG00000001036	Gene	FUCA2	protein_coding	alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008]	ensembl	ensembl_havana
ENSG00000138795	Gene	LEF1	protein_coding	lymphoid enhancer binding factor 1 [Source:HGNC Symbol;Acc:HGNC:6551]	ensembl	ensembl_havana
ENSG00000270882	Gene	HIST2H4A	protein_coding	histone cluster 2 H4 family member a [Source:HGNC Symbol;Acc:HGNC:4794]	ensembl	ensembl_havana
ENSG00000158019	Gene	BRE	protein_coding	BRISC and BRCA1 A complex member 2 [Source:HGNC Symbol;Acc:HGNC:1106]	ensembl	ensembl_havana
ENSG00000196660	Gene	SLC30A10	protein_coding	solute carrier family 30 member 10 [Source:HGNC Symbol;Acc:HGNC:25355]	ensembl	ensembl_havana
ENSG00000169429	Gene	CXCL8	protein_coding	C-X-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:6025]	ensembl	ensembl_havana
ENSG00000134470	Gene	IL15RA	protein_coding	interleukin 15 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5978]	ensembl	ensembl_havana
ENSG00000144057	Gene	ST6GAL2	protein_coding	ST6 beta-galactoside alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10861]	ensembl	ensembl_havana
ENSG00000116661	Gene	FBXO2	protein_coding	F-box protein 2 [Source:HGNC Symbol;Acc:HGNC:13581]	ensembl	ensembl_havana
ENSG00000142528	Gene	ZNF473	protein_coding	zinc finger protein 473 [Source:HGNC Symbol;Acc:HGNC:23239]	ensembl	ensembl_havana
ENSG00000177370	Gene	TIMM22	protein_coding	translocase of inner mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:17317]	ensembl	ensembl_havana
ENSG00000124145	Gene	SDC4	protein_coding	syndecan 4 [Source:HGNC Symbol;Acc:HGNC:10661]	ensembl	ensembl_havana
ENSG00000101412	Gene	E2F1	protein_coding	E2F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3113]	ensembl	ensembl_havana
ENSG00000114268	Gene	PFKFB4	protein_coding	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 [Source:HGNC Symbol;Acc:HGNC:8875]	ensembl	ensembl_havana
ENSG00000119699	Gene	TGFB3	protein_coding	transforming growth factor beta 3 [Source:HGNC Symbol;Acc:HGNC:11769]	ensembl	ensembl_havana
ENSG00000117399	Gene	CDC20	protein_coding	cell division cycle 20 [Source:HGNC Symbol;Acc:HGNC:1723]	ensembl	ensembl_havana
ENSG00000132182	Gene	NUP210	protein_coding	nucleoporin 210 [Source:HGNC Symbol;Acc:HGNC:30052]	ensembl	ensembl_havana
ENSG00000104368	Gene	PLAT	protein_coding	plasminogen activator, tissue type [Source:HGNC Symbol;Acc:HGNC:9051]	ensembl	ensembl_havana
ENSG00000010610	Gene	CD4	protein_coding	CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]	ensembl	ensembl_havana
ENSG00000112029	Gene	FBXO5	protein_coding	F-box protein 5 [Source:HGNC Symbol;Acc:HGNC:13584]	ensembl	ensembl_havana
ENSG00000223865	Gene	HLA-DPB1	protein_coding	major histocompatibility complex, class II, DP beta 1 [Source:HGNC Symbol;Acc:HGNC:4940]	ensembl	ensembl_havana
ENSG00000174059	Gene	CD34	protein_coding	CD34 molecule [Source:HGNC Symbol;Acc:HGNC:1662]	ensembl	ensembl_havana
ENSG00000111981	Gene	ULBP1	protein_coding	UL16 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:14893]	ensembl	ensembl_havana
ENSG00000273841	Gene	TAF9	protein_coding	TATA-box binding protein associated factor 9 [Source:HGNC Symbol;Acc:HGNC:11542]	ensembl	ensembl_havana
ENSG00000136939	Gene	OR1L4	protein_coding	olfactory receptor family 1 subfamily L member 4 [Source:HGNC Symbol;Acc:HGNC:8216]	ensembl	ensembl_havana
ENSG00000204227	Gene	RING1	protein_coding	ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:10018]	ensembl	ensembl_havana
ENSG00000179097	Gene	HTR1F	protein_coding	5-hydroxytryptamine receptor 1F [Source:HGNC Symbol;Acc:HGNC:5292]	ensembl	ensembl_havana
ENSG00000146378	Gene	TAAR2	protein_coding	trace amine associated receptor 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:4514]	ensembl	ensembl_havana
ENSG00000076864	Gene	RAP1GAP	protein_coding	RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:9858]	ensembl	ensembl_havana
ENSG00000277114	Gene	CNOT3	protein_coding	CCR4-NOT transcription complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7879]	ensembl	ensembl_havana
ENSG00000276858	Gene	FCAR	protein_coding	Fc fragment of IgA receptor [Source:HGNC Symbol;Acc:HGNC:3608]	ensembl	ensembl_havana
ENSG00000171302	Gene	CANT1	protein_coding	calcium activated nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:19721]	ensembl	ensembl_havana
ENSG00000065883	Gene	CDK13	protein_coding	cyclin dependent kinase 13 [Source:HGNC Symbol;Acc:HGNC:1733]	ensembl	ensembl_havana
ENSG00000118508	Gene	RAB32	protein_coding	RAB32, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9772]	ensembl	ensembl_havana
ENSG00000214717	Gene	ZBED1	protein_coding	zinc finger BED-type containing 1 [Source:HGNC Symbol;Acc:HGNC:447]	ensembl	ensembl_havana
ENSG00000150995	Gene	ITPR1	protein_coding	inositol 1,4,5-trisphosphate receptor type 1 [Source:HGNC Symbol;Acc:HGNC:6180]	ensembl	ensembl_havana
ENSG00000154328	Gene	NEIL2	protein_coding	nei like DNA glycosylase 2 [Source:HGNC Symbol;Acc:HGNC:18956]	ensembl	ensembl_havana
ENSG00000146414	Gene	SHPRH	protein_coding	SNF2 histone linker PHD RING helicase [Source:HGNC Symbol;Acc:HGNC:19336]	ensembl	ensembl_havana
ENSG00000165637	Gene	VDAC2	protein_coding	voltage dependent anion channel 2 [Source:HGNC Symbol;Acc:HGNC:12672]	ensembl	ensembl_havana
ENSG00000167535	Gene	CACNB3	protein_coding	calcium voltage-gated channel auxiliary subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:1403]	ensembl	ensembl_havana
ENSG00000197375	Gene	SLC22A5	protein_coding	solute carrier family 22 member 5 [Source:HGNC Symbol;Acc:HGNC:10969]	ensembl	ensembl_havana
ENSG00000071967	Gene	CYBRD1	protein_coding	cytochrome b reductase 1 [Source:HGNC Symbol;Acc:HGNC:20797]	ensembl	ensembl_havana
ENSG00000198001	Gene	IRAK4	protein_coding	interleukin 1 receptor associated kinase 4 [Source:HGNC Symbol;Acc:HGNC:17967]	ensembl	ensembl_havana
ENSG00000234745	Gene	HLA-B	protein_coding	major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]	ensembl	ensembl_havana
ENSG00000180957	Gene	PITPNB	protein_coding	phosphatidylinositol transfer protein beta [Source:HGNC Symbol;Acc:HGNC:9002]	ensembl	ensembl_havana
ENSG00000167751	Gene	KLK2	protein_coding	kallikrein related peptidase 2 [Source:HGNC Symbol;Acc:HGNC:6363]	ensembl	ensembl_havana
ENSG00000167306	Gene	MYO5B	protein_coding	myosin VB [Source:HGNC Symbol;Acc:HGNC:7603]	ensembl	ensembl_havana
ENSG00000197124	Gene	ZNF682	protein_coding	zinc finger protein 682 [Source:HGNC Symbol;Acc:HGNC:28857]	ensembl	ensembl_havana
ENSG00000282899	Gene	E2F2	protein_coding	E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]	ensembl	ensembl_havana
ENSG00000100577	Gene	GSTZ1	protein_coding	glutathione S-transferase zeta 1 [Source:HGNC Symbol;Acc:HGNC:4643]	ensembl	ensembl_havana
ENSG00000168438	Gene	CDC40	protein_coding	cell division cycle 40 [Source:HGNC Symbol;Acc:HGNC:17350]	ensembl	ensembl_havana
ENSG00000083845	Gene	RPS5	protein_coding	ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:10426]	ensembl	ensembl_havana
ENSG00000188846	Gene	RPL14	protein_coding	ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:10305]	ensembl	ensembl_havana
ENSG00000037241	Gene	RPL26L1	protein_coding	ribosomal protein L26 like 1 [Source:HGNC Symbol;Acc:HGNC:17050]	ensembl	ensembl_havana
ENSG00000140285	Gene	FGF7	protein_coding	fibroblast growth factor 7 [Source:HGNC Symbol;Acc:HGNC:3685]	ensembl	ensembl_havana
ENSG00000226165	Gene	HLA-DQB2	protein_coding	major histocompatibility complex, class II, DQ beta 2 [Source:HGNC Symbol;Acc:HGNC:4945]	ensembl	ensembl_havana
ENSG00000196242	Gene	OR2C3	protein_coding	olfactory receptor family 2 subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:15005]	ensembl	ensembl_havana
ENSG00000180708	Gene	OR10K2	protein_coding	olfactory receptor family 10 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:14826]	ensembl	ensembl_havana
ENSG00000176101	Gene	SSNA1	protein_coding	SS nuclear autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:11321]	ensembl	ensembl_havana
ENSG00000118160	Gene	SLC8A2	protein_coding	solute carrier family 8 member A2 [Source:HGNC Symbol;Acc:HGNC:11069]	ensembl	ensembl_havana
ENSG00000213965	Gene	NUDT19	protein_coding	nudix hydrolase 19 [Source:HGNC Symbol;Acc:HGNC:32036]	ensembl	ensembl_havana
ENSG00000205420	Gene	KRT6A	protein_coding	keratin 6A [Source:HGNC Symbol;Acc:HGNC:6443]	ensembl	ensembl_havana
ENSG00000223501	Gene	VPS52	protein_coding	VPS52, GARP complex subunit [Source:HGNC Symbol;Acc:HGNC:10518]	ensembl	ensembl_havana
ENSG00000187994	Gene	RINL	protein_coding	Ras and Rab interactor like [Source:HGNC Symbol;Acc:HGNC:24795]	ensembl	ensembl_havana
ENSG00000154710	Gene	RABGEF1	protein_coding	RAB guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:17676]	ensembl	ensembl_havana
ENSG00000113916	Gene	BCL6	protein_coding	B-cell CLL/lymphoma 6 [Source:HGNC Symbol;Acc:HGNC:1001]	ensembl	ensembl_havana
ENSG00000228913	Gene	UBD	protein_coding	ubiquitin D [Source:HGNC Symbol;Acc:HGNC:18795]	ensembl	ensembl_havana
ENSG00000089356	Gene	FXYD3	protein_coding	FXYD domain containing ion transport regulator 3 [Source:HGNC Symbol;Acc:HGNC:4027]	ensembl	ensembl_havana
ENSG00000277924	Gene	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	ensembl	havana
ENSG00000187742	Gene	SECISBP2	protein_coding	SECIS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30972]	ensembl	ensembl_havana
ENSG00000078061	Gene	ARAF	protein_coding	A-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:646]	ensembl	ensembl_havana
ENSG00000171792	Gene	RHNO1	protein_coding	RAD9-HUS1-RAD1 interacting nuclear orphan 1 [Source:HGNC Symbol;Acc:HGNC:28206]	ensembl	ensembl_havana
ENSG00000255398	Gene	GPR109B	protein_coding	hydroxycarboxylic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:16824]	ensembl	ensembl_havana
ENSG00000111536	Gene	IL26	protein_coding	interleukin 26 [Source:HGNC Symbol;Acc:HGNC:17119]	ensembl	ensembl_havana
ENSG00000016402	Gene	IL20RA	protein_coding	interleukin 20 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6003]	ensembl	ensembl_havana
ENSG00000140853	Gene	NLRC5	protein_coding	NLR family CARD domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29933]	ensembl	ensembl_havana
ENSG00000103310	Gene	ZP2	protein_coding	zona pellucida glycoprotein 2 [Source:HGNC Symbol;Acc:HGNC:13188]	ensembl	ensembl_havana
ENSG00000275118	Gene	MBOAT7	protein_coding	membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505]	ensembl	ensembl_havana
ENSG00000113140	Gene	SPARC	protein_coding	secreted protein acidic and cysteine rich [Source:HGNC Symbol;Acc:HGNC:11219]	ensembl	ensembl_havana
ENSG00000130177	Gene	CDC16	protein_coding	cell division cycle 16 [Source:HGNC Symbol;Acc:HGNC:1720]	ensembl	ensembl_havana
ENSG00000254521	Gene	SIGLEC12	protein_coding	sialic acid binding Ig like lectin 12 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15482]	ensembl	ensembl_havana
ENSG00000128591	Gene	FLNC	protein_coding	filamin C [Source:HGNC Symbol;Acc:HGNC:3756]	ensembl	ensembl_havana
ENSG00000006116	Gene	CACNG3	protein_coding	calcium voltage-gated channel auxiliary subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:1407]	ensembl	ensembl_havana
ENSG00000120334	Gene	CENPL	protein_coding	centromere protein L [Source:HGNC Symbol;Acc:HGNC:17879]	ensembl	ensembl_havana
ENSG00000124333	Gene	VAMP7	protein_coding	vesicle associated membrane protein 7 [Source:HGNC Symbol;Acc:HGNC:11486]	ensembl	ensembl_havana
ENSG00000274185	Gene	LILRA4	protein_coding	leukocyte immunoglobulin like receptor A4 [Source:HGNC Symbol;Acc:HGNC:15503]	ensembl	ensembl_havana
ENSG00000274148	Gene	LILRA6	protein_coding	leukocyte immunoglobulin like receptor A6 [Source:HGNC Symbol;Acc:HGNC:15495]	ensembl	ensembl_havana
ENSG00000170454	Gene	KRT75	protein_coding	keratin 75 [Source:HGNC Symbol;Acc:HGNC:24431]	ensembl	ensembl_havana
ENSG00000118473	Gene	SGIP1	protein_coding	SH3 domain GRB2 like endophilin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:25412]	ensembl	ensembl_havana
ENSG00000179954	Gene	SSC5D	protein_coding	scavenger receptor cysteine rich family member with 5 domains [Source:HGNC Symbol;Acc:HGNC:26641]	ensembl	ensembl_havana
ENSG00000163166	Gene	IWS1	protein_coding	IWS1, SUPT6H interacting protein [Source:HGNC Symbol;Acc:HGNC:25467]	ensembl	ensembl_havana
ENSG00000012504	Gene	NR1H4	protein_coding	nuclear receptor subfamily 1 group H member 4 [Source:HGNC Symbol;Acc:HGNC:7967]	ensembl	ensembl_havana
ENSG00000108379	Gene	WNT3	protein_coding	Wnt family member 3 [Source:HGNC Symbol;Acc:HGNC:12782]	ensembl	ensembl_havana
ENSG00000139154	Gene	AEBP2	protein_coding	AE binding protein 2 [Source:HGNC Symbol;Acc:HGNC:24051]	ensembl	ensembl_havana
ENSG00000147586	Gene	MRPS28	protein_coding	mitochondrial ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:14513]	ensembl	ensembl_havana
ENSG00000182173	Gene	TSEN54	protein_coding	tRNA splicing endonuclease subunit 54 [Source:HGNC Symbol;Acc:HGNC:27561]	ensembl	ensembl_havana
ENSG00000196517	Gene	SLC6A9	protein_coding	solute carrier family 6 member 9 [Source:HGNC Symbol;Acc:HGNC:11056]	ensembl	ensembl_havana
ENSG00000162298	Gene	SYVN1	protein_coding	synoviolin 1 [Source:HGNC Symbol;Acc:HGNC:20738]	ensembl	ensembl_havana
ENSG00000147873	Gene	IFNA5	protein_coding	interferon alpha 5 [Source:HGNC Symbol;Acc:HGNC:5426]	ensembl	ensembl_havana
ENSG00000284501	Gene	MGAT4B	protein_coding	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B [Source:HGNC Symbol;Acc:HGNC:7048]	ensembl	ensembl_havana
ENSG00000186432	Gene	KPNA4	protein_coding	karyopherin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6397]	ensembl	ensembl_havana
ENSG00000242092	Gene	HLA-DMB	protein_coding	major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]	ensembl	ensembl_havana
ENSG00000068001	Gene	HYAL2	protein_coding	hyaluronoglucosaminidase 2 [Source:HGNC Symbol;Acc:HGNC:5321]	ensembl	ensembl_havana
ENSG00000120539	Gene	MASTL	protein_coding	microtubule associated serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:19042]	ensembl	ensembl_havana
ENSG00000123360	Gene	PDE1B	protein_coding	phosphodiesterase 1B [Source:HGNC Symbol;Acc:HGNC:8775]	ensembl	ensembl_havana
ENSG00000126218	Gene	F10	protein_coding	coagulation factor X [Source:HGNC Symbol;Acc:HGNC:3528]	ensembl	ensembl_havana
ENSG00000111348	Gene	ARHGDIB	protein_coding	Rho GDP dissociation inhibitor beta [Source:HGNC Symbol;Acc:HGNC:679]	ensembl	ensembl_havana
ENSG00000134516	Gene	DOCK2	protein_coding	dedicator of cytokinesis 2 [Source:HGNC Symbol;Acc:HGNC:2988]	ensembl	ensembl_havana
ENSG00000196539	Gene	OR2T3	protein_coding	olfactory receptor family 2 subfamily T member 3 [Source:HGNC Symbol;Acc:HGNC:14727]	ensembl	ensembl_havana
ENSG00000173898	Gene	SPTBN2	protein_coding	spectrin beta, non-erythrocytic 2 [Source:HGNC Symbol;Acc:HGNC:11276]	ensembl	ensembl_havana
ENSG00000114124	Gene	GRK7	protein_coding	G protein-coupled receptor kinase 7 [Source:HGNC Symbol;Acc:HGNC:17031]	ensembl	ensembl_havana
ENSG00000239886	Gene	KRTAP9-2	protein_coding	keratin associated protein 9-2 [Source:HGNC Symbol;Acc:HGNC:16926]	ensembl	havana
ENSG00000164627	Gene	KIF6	protein_coding	kinesin family member 6 [Source:HGNC Symbol;Acc:HGNC:21202]	ensembl	ensembl_havana
ENSG00000180233	Gene	ZNRF2	protein_coding	zinc and ring finger 2 [Source:HGNC Symbol;Acc:HGNC:22316]	ensembl	ensembl_havana
ENSG00000131351	Gene	HAUS8	protein_coding	HAUS augmin like complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:30532]	ensembl	ensembl_havana
ENSG00000114125	Gene	RNF7	protein_coding	ring finger protein 7 [Source:HGNC Symbol;Acc:HGNC:10070]	ensembl	ensembl_havana
ENSG00000107165	Gene	TYRP1	protein_coding	tyrosinase related protein 1 [Source:HGNC Symbol;Acc:HGNC:12450]	ensembl	ensembl_havana
ENSG00000182667	Gene	NTM	protein_coding	neurotrimin [Source:HGNC Symbol;Acc:HGNC:17941]	ensembl	ensembl_havana
ENSG00000160570	Gene	DEDD2	protein_coding	death effector domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24450]	ensembl	ensembl_havana
ENSG00000170075	Gene	GPR37L1	protein_coding	G protein-coupled receptor 37 like 1 [Source:HGNC Symbol;Acc:HGNC:14923]	ensembl	ensembl_havana
ENSG00000072840	Gene	EVC	protein_coding	EvC ciliary complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:3497]	ensembl	ensembl_havana
ENSG00000234668	Gene	ATP6V1G2	protein_coding	ATPase H+ transporting V1 subunit G2 [Source:HGNC Symbol;Acc:HGNC:862]	ensembl	ensembl_havana
ENSG00000157350	Gene	ST3GAL2	protein_coding	ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10863]	ensembl	ensembl_havana
ENSG00000079616	Gene	KIF22	protein_coding	kinesin family member 22 [Source:HGNC Symbol;Acc:HGNC:6391]	ensembl	ensembl_havana
ENSG00000135476	Gene	ESPL1	protein_coding	extra spindle pole bodies like 1, separase [Source:HGNC Symbol;Acc:HGNC:16856]	ensembl	ensembl_havana
ENSG00000164120	Gene	HPGD	protein_coding	15-hydroxyprostaglandin dehydrogenase [Source:HGNC Symbol;Acc:HGNC:5154]	ensembl	ensembl_havana
ENSG00000138363	Gene	ATIC	protein_coding	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:794]	ensembl	ensembl_havana
ENSG00000099783	Gene	HNRNPM	protein_coding	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]	ensembl	ensembl_havana
ENSG00000124731	Gene	TREM1	protein_coding	triggering receptor expressed on myeloid cells 1 [Source:HGNC Symbol;Acc:HGNC:17760]	ensembl	ensembl_havana
ENSG00000068024	Gene	HDAC4	protein_coding	histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063]	ensembl	ensembl_havana
ENSG00000186867	Gene	QRFPR	protein_coding	pyroglutamylated RFamide peptide receptor [Source:HGNC Symbol;Acc:HGNC:15565]	ensembl	ensembl_havana
ENSG00000100372	Gene	SLC25A17	protein_coding	solute carrier family 25 member 17 [Source:HGNC Symbol;Acc:HGNC:10987]	ensembl	ensembl_havana
ENSG00000129991	Gene	TNNI3	protein_coding	troponin I3, cardiac type [Source:HGNC Symbol;Acc:HGNC:11947]	ensembl	ensembl_havana
ENSG00000119899	Gene	SLC17A5	protein_coding	solute carrier family 17 member 5 [Source:HGNC Symbol;Acc:HGNC:10933]	ensembl	ensembl_havana
ENSG00000103544	Gene	C16orf62	protein_coding	chromosome 16 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:24641]	ensembl	ensembl_havana
ENSG00000170423	Gene	KRT78	protein_coding	keratin 78 [Source:HGNC Symbol;Acc:HGNC:28926]	ensembl	ensembl_havana
ENSG00000091542	Gene	ALKBH5	protein_coding	alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]	ensembl	ensembl_havana
ENSG00000274410	Gene	KIR2DL3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	ensembl	havana
ENSG00000204209	Gene	DAXX	protein_coding	death domain associated protein [Source:HGNC Symbol;Acc:HGNC:2681]	ensembl	ensembl_havana
ENSG00000164508	Gene	HIST1H2AA	protein_coding	histone cluster 1 H2A family member a [Source:HGNC Symbol;Acc:HGNC:18729]	ensembl	ensembl_havana
ENSG00000170276	Gene	HSPB2	protein_coding	heat shock protein family B (small) member 2 [Source:HGNC Symbol;Acc:HGNC:5247]	ensembl	ensembl_havana
ENSG00000131759	Gene	RARA	protein_coding	retinoic acid receptor alpha [Source:HGNC Symbol;Acc:HGNC:9864]	ensembl	ensembl_havana
ENSG00000188488	Gene	SERPINA5	protein_coding	serpin family A member 5 [Source:HGNC Symbol;Acc:HGNC:8723]	ensembl	ensembl_havana
ENSG00000281089	Gene	ATG16L1	protein_coding	autophagy related 16 like 1 [Source:HGNC Symbol;Acc:HGNC:21498]	ensembl	ensembl_havana
ENSG00000054116	Gene	TRAPPC3	protein_coding	trafficking protein particle complex 3 [Source:HGNC Symbol;Acc:HGNC:19942]	ensembl	ensembl_havana
ENSG00000170892	Gene	TSEN34	protein_coding	tRNA splicing endonuclease subunit 34 [Source:HGNC Symbol;Acc:HGNC:15506]	ensembl	ensembl_havana
ENSG00000137752	Gene	CASP1	protein_coding	caspase 1 [Source:HGNC Symbol;Acc:HGNC:1499]	ensembl	ensembl_havana
ENSG00000184205	Gene	TSPYL2	protein_coding	TSPY like 2 [Source:HGNC Symbol;Acc:HGNC:24358]	ensembl	ensembl_havana
ENSG00000105497	Gene	ZNF175	protein_coding	zinc finger protein 175 [Source:HGNC Symbol;Acc:HGNC:12964]	ensembl	ensembl_havana
ENSG00000137745	Gene	MMP13	protein_coding	matrix metallopeptidase 13 [Source:HGNC Symbol;Acc:HGNC:7159]	ensembl	ensembl_havana
ENSG00000186458	Gene	DEFB132	protein_coding	defensin beta 132 [Source:HGNC Symbol;Acc:HGNC:33806]	ensembl	ensembl_havana
ENSG00000106028	Gene	SSBP1	protein_coding	single stranded DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11317]	ensembl	ensembl_havana
ENSG00000169105	Gene	CHST14	protein_coding	carbohydrate sulfotransferase 14 [Source:HGNC Symbol;Acc:HGNC:24464]	ensembl	ensembl_havana
ENSG00000188153	Gene	COL4A5	protein_coding	collagen type IV alpha 5 chain [Source:HGNC Symbol;Acc:HGNC:2207]	ensembl	ensembl_havana
ENSG00000002016	Gene	RAD52	protein_coding	RAD52 homolog, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:9824]	ensembl	ensembl_havana
ENSG00000278670	Gene	<null>	protein_coding	glycoprotein VI platelet [Source:HGNC Symbol;Acc:HGNC:14388]	ensembl	ensembl
ENSG00000282905	Gene	NFKBIB	protein_coding	NFKB inhibitor beta [Source:HGNC Symbol;Acc:HGNC:7798]	ensembl	ensembl_havana
ENSG00000087237	Gene	CETP	protein_coding	cholesteryl ester transfer protein [Source:HGNC Symbol;Acc:HGNC:1869]	ensembl	ensembl_havana
ENSG00000068120	Gene	COASY	protein_coding	Coenzyme A synthase [Source:HGNC Symbol;Acc:HGNC:29932]	ensembl	ensembl_havana
ENSG00000268104	Gene	SLC6A14	protein_coding	solute carrier family 6 member 14 [Source:HGNC Symbol;Acc:HGNC:11047]	ensembl	ensembl_havana
ENSG00000182783	Gene	OR2T29	protein_coding	olfactory receptor family 2 subfamily T member 29 [Source:HGNC Symbol;Acc:HGNC:31253]	ensembl	ensembl_havana
ENSG00000280314	Gene	OR8K3	polymorphic_pseudogene	olfactory receptor family 8 subfamily K member 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15313]	ensembl	ensembl_havana
ENSG00000181961	Gene	OR4A16	protein_coding	olfactory receptor family 4 subfamily A member 16 [Source:HGNC Symbol;Acc:HGNC:15153]	ensembl	ensembl_havana
ENSG00000120907	Gene	ADRA1A	protein_coding	adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277]	ensembl	ensembl_havana
ENSG00000105851	Gene	PIK3CG	protein_coding	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:8978]	ensembl	ensembl_havana
ENSG00000158169	Gene	FANCC	protein_coding	Fanconi anemia complementation group C [Source:HGNC Symbol;Acc:HGNC:3584]	ensembl	ensembl_havana
ENSG00000196220	Gene	SRGAP3	protein_coding	SLIT-ROBO Rho GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:19744]	ensembl	ensembl_havana
ENSG00000125107	Gene	CNOT1	protein_coding	CCR4-NOT transcription complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:7877]	ensembl	ensembl_havana
ENSG00000140400	Gene	MAN2C1	protein_coding	mannosidase alpha class 2C member 1 [Source:HGNC Symbol;Acc:HGNC:6827]	ensembl	ensembl_havana
ENSG00000118804	Gene	STBD1	protein_coding	starch binding domain 1 [Source:HGNC Symbol;Acc:HGNC:24854]	ensembl	ensembl_havana
ENSG00000168092	Gene	PAFAH1B2	protein_coding	platelet activating factor acetylhydrolase 1b catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:8575]	ensembl	ensembl_havana
ENSG00000230124	Gene	ACBD6	protein_coding	acyl-CoA binding domain containing 6 [Source:HGNC Symbol;Acc:HGNC:23339]	ensembl	ensembl_havana
ENSG00000163295	Gene	ALPI	protein_coding	alkaline phosphatase, intestinal [Source:HGNC Symbol;Acc:HGNC:437]	ensembl	ensembl_havana
ENSG00000169347	Gene	GP2	protein_coding	glycoprotein 2 [Source:HGNC Symbol;Acc:HGNC:4441]	ensembl	ensembl_havana
ENSG00000169174	Gene	PCSK9	protein_coding	proprotein convertase subtilisin/kexin type 9 [Source:HGNC Symbol;Acc:HGNC:20001]	ensembl	ensembl_havana
